100000 149997
92563 9740 80
10832 54844 89
39429 75638 65
53148 81781 85
99218 24215 15
79116 78439 32
2516 64687 83
19767 33691 60
90435 64962 46
71934 59523 18
47214 16798 71
39289 80512 26
43150 47227 70
69439 89682 50
10989 59841 44
85342 90170 91
73172 95611 4
78334 66096 49
48506 5022 56
59822 42845 40
64242 23341 55
34343 1696 57
19527 85165 77
21709 7769 55
29229 12085 26
37591 69673 9
19811 27520 43
88495 17734 23
28652 14814 99
89781 15143 80
65084 52672 38
26667 30812 50
33999 37526 62
12360 37894 86
8756 91350 75
45773 60813 16
90227 39923 64
4565 49871 76
49532 17167 48
18073 81148 60
97451 46388 52
78149 71419 74
25564 76605 13
99334 60149 32
29776 42698 100
82250 29149 37
9399 9234 6
32011 21495 79
27075 91645 70
17225 59497 63
96636 47089 87
29205 42423 86
97613 75996 38
15002 86802 67
44336 84859 82
81902 83494 37
2261 70566 68
6570 71178 41
73088 86003 14
55108 37896 53
88784 67097 54
6458 32108 49
31581 29401 11
86210 77926 70
23914 17640 4
38741 76822 66
1637 67798 58
3058 36733 85
87244 91837 79
16461 5234 18
38619 81663 13
16695 47992 27
10554 38921 91
81643 90742 69
70739 99003 47
13752 30034 100
19945 38266 65
43293 55820 85
52098 38798 100
8265 79830 35
90591 52370 82
75425 66507 98
18759 80916 25
25930 12106 25
49822 72076 60
88395 62466 88
7493 23158 78
55660 47578 24
69260 43874 63
27188 77037 23
93182 73028 94
74668 4226 22
94766 69819 3
54994 70401 16
24996 15453 42
61062 73390 90
65465 3900 40
47787 52771 98
48363 54827 42
95193 47868 6
63691 18471 15
70618 72296 77
95843 73043 46
88575 74830 10
3358 40235 37
71253 66247 22
62023 90410 89
71025 99213 10
83667 61238 27
96417 23605 39
11957 15308 49
90865 44431 81
7717 23219 12
10720 49426 10
5506 43183 77
20228 92603 89
30899 25924 83
94909 91864 33
49361 23061 39
68471 41029 56
6633 36458 34
7135 68963 34
3977 85903 18
41634 89990 18
2589 71439 10
7535 29115 43
20643 67686 5
11576 65129 72
38729 90650 17
39066 87620 91
34184 98376 12
2316 14741 69
40297 73892 51
72568 75492 18
83965 62657 67
33324 7757 24
66999 70947 78
57640 22641 19
62205 24651 86
45501 48113 1
86242 65614 85
86921 94098 82
5721 88648 55
48048 32736 49
29299 11878 1
48948 4554 15
87170 61991 3
20392 1511 49
87486 53867 27
8424 57196 38
62692 59848 88
7960 98566 84
90213 98662 98
88930 44137 53
95049 33809 78
5960 49386 64
59279 57359 79
17188 97495 31
91715 43426 8
24972 70049 65
81305 77582 2
74630 96510 98
25041 50221 44
85189 33947 12
35019 79200 36
88841 16909 72
35211 88664 21
44371 94863 10
57618 92676 97
23188 57770 25
95320 30150 37
27906 50428 65
48043 60224 84
26896 16010 50
68069 78841 21
63117 38973 51
80412 21771 14
42623 32532 82
48462 85412 95
93919 42538 89
75695 41987 82
66886 83779 82
36828 96730 55
34817 81262 78
96666 37867 76
75608 10556 8
63195 46450 59
6763 56513 45
17161 60866 48
96496 77723 36
20237 8304 20
4063 56029 28
66533 97371 43
40485 92513 62
90094 48691 83
55809 31550 57
16916 81535 7
99783 91550 15
21633 35392 79
52839 28941 16
72787 8483 6
76205 21812 92
14760 95799 41
81190 81346 87
87540 19254 69
87518 73509 45
6350 8245 63
19230 16683 47
51187 44591 91
1440 87826 71
75104 57641 23
99600 38905 12
77456 563 2
52508 69082 30
91798 91650 26
49449 64078 69
42479 46265 98
81675 77114 38
63254 68442 64
90811 97018 81
5123 15909 9
92718 91418 7
91180 78598 14
20956 16952 93
59721 56279 4
23132 33084 32
30211 53761 67
5548 79841 89
30564 57240 90
20866 22339 87
12550 52059 95
58433 9241 79
82499 1086 7
31581 86789 58
3603 93447 24
45851 12899 93
34010 65940 38
42160 22119 6
46671 5562 25
8893 81192 1
40736 71992 37
61993 3543 31
75908 72251 49
26641 90213 77
44315 69358 67
49447 92793 35
98976 5425 31
46375 81649 40
1003 81284 55
83184 33387 27
65719 41938 48
85958 6680 38
56265 42218 53
1610 54354 94
21393 99430 20
75278 18747 78
83652 55656 69
13531 80876 89
78112 9856 11
9915 39443 40
13811 17894 3
89570 53237 77
15567 25774 24
49276 11552 98
14338 24519 30
53776 85408 32
88061 14930 15
67654 57220 40
47421 4143 2
48039 89591 27
97270 12519 49
23692 53620 75
18017 37514 29
85108 18897 62
28273 96992 89
46652 34984 20
86275 72307 94
24218 30243 78
38633 81371 19
62664 59173 51
74228 71439 14
45643 64890 78
99860 31870 5
40121 84882 70
31185 4674 78
49088 61208 18
53270 20862 16
50282 47638 61
85440 50117 87
59440 59063 8
69116 47218 29
64651 32500 42
82111 10349 62
79864 7647 12
87893 98462 53
70127 18182 3
96880 41442 76
61438 33816 48
78515 33616 80
96567 24670 56
55030 58923 18
57562 36709 27
87577 76304 24
97231 82138 53
50692 25383 42
77065 228 69
16844 50760 64
39858 42492 86
77982 27788 23
32445 5282 62
61826 38090 59
6877 28001 62
10106 6453 38
86415 48352 51
18755 96029 15
60001 20552 62
57018 61756 47
52913 60442 73
88326 81470 1
2068 28452 100
34686 34871 27
46434 31939 38
506 21445 6
56590 33703 25
79122 21896 29
47570 18660 51
5727 4763 69
52059 84603 12
35514 75080 2
49168 10231 73
18493 86360 67
73363 50857 27
29716 78689 83
29006 42522 92
62289 38919 31
41612 70791 57
34595 33616 51
5378 39927 87
49287 37441 70
52296 8316 37
68686 13414 72
97424 34230 42
80526 82035 85
3473 26771 65
2360 20251 61
51095 39296 26
82992 59386 21
54611 73999 51
83962 31905 21
50906 22064 81
78758 66684 93
79734 67942 39
99094 5398 96
65829 93446 81
73437 75436 90
82661 67285 95
18777 93460 69
47562 88103 38
80282 98 97
9798 27241 19
70870 67115 82
28316 2289 80
34083 88353 27
62998 47251 92
26781 68964 28
78458 75585 18
66054 54562 28
4367 11603 46
41461 50678 33
95002 55132 65
99681 23752 34
32713 95566 65
14296 61821 67
10118 26268 92
3648 48769 98
9465 46122 43
69557 30496 38
63052 34788 66
74507 15349 5
45289 4470 5
56875 55634 47
14517 56300 86
98417 95092 71
94908 55442 81
35297 22494 82
19962 95718 80
27432 69161 53
80667 34202 99
62948 19093 74
804 34029 34
68406 10150 12
20273 69762 13
77778 72192 40
71953 59717 34
69220 72418 56
89135 88997 64
31444 83856 97
25154 87924 6
59702 29984 71
99612 91808 46
36283 50393 22
95398 96410 42
68263 60564 48
81813 13054 4
61392 49527 20
85376 48481 39
89548 81449 80
95530 44173 17
41311 33906 10
56126 87387 18
69220 41707 12
49528 6131 78
4712 22900 3
4033 98843 90
62216 70337 79
19674 22195 29
96985 25883 78
42535 44188 3
19077 85739 35
47766 71615 6
66447 12224 67
80598 39992 22
50834 51078 58
64493 4702 31
5499 58010 2
35905 22216 5
78773 57169 48
63946 3476 94
34560 10128 29
32240 5912 45
1601 99567 12
7913 53112 51
19293 46716 7
41046 22956 25
13005 38658 67
17644 48871 86
7891 4857 54
26112 95217 100
37523 21971 93
76719 68317 70
52515 82354 67
90773 51834 27
81605 45313 66
40358 76859 5
79344 41867 68
28512 40585 36
75382 34463 32
44141 40397 96
3089 19981 53
2956 32804 49
27405 98120 19
66025 2069 6
50316 79158 99
65090 46362 97
86146 94887 27
16495 37134 97
21793 49437 56
82878 9183 30
29378 68531 39
78795 44516 33
95517 77311 79
89851 51894 61
26911 79770 17
93985 87517 49
50469 2993 49
46772 38760 85
43934 7157 72
42710 5812 48
56576 8183 91
80125 26439 43
33610 96646 3
90790 55184 90
55653 20400 74
80959 67941 54
7603 12904 75
20961 91983 31
83133 90545 38
87654 93620 93
80031 40163 2
67910 75468 36
90305 46703 16
84812 18445 62
9878 96034 75
772 79812 70
48200 64902 35
18295 12014 8
81816 82773 62
46055 64794 63
68548 61879 63
14245 49970 11
92535 55813 78
76156 72019 51
37922 70628 61
66163 19999 53
64058 12535 12
41419 79017 43
88124 57632 53
97079 79448 65
72049 20118 98
18219 62499 87
43858 93894 1
79875 10686 58
65309 47717 68
41816 15986 44
58935 41323 71
48981 31429 60
99927 36633 15
3407 49408 43
78282 93731 7
16215 32762 13
55836 17818 50
63707 28832 68
64774 75974 8
70913 34633 23
24731 14 56
58105 23251 12
39643 53068 58
33925 49997 70
62207 22984 24
49359 5822 83
49036 10074 44
51594 86507 41
97085 57392 79
42167 46148 75
89490 41553 65
67987 85190 99
68453 2082 85
67411 17839 90
26578 26727 15
13497 72016 89
5062 86992 12
60157 4738 37
88122 75218 5
71745 36628 67
11062 35972 50
79026 61291 35
32949 97121 43
42828 24079 4
42542 4108 88
63029 24233 8
38489 21090 78
60713 42089 50
66316 41439 54
10730 27754 18
42474 86407 82
41731 93160 86
18905 18173 29
86183 50231 9
46218 81121 92
14011 33413 1
12981 62982 31
26643 51005 15
177 26482 22
84448 64254 43
15435 86609 70
17796 95197 6
52092 34671 29
49713 8262 91
28226 11746 82
6003 34691 35
92408 69306 58
20742 41168 95
93585 99958 46
60168 22725 18
35347 50379 59
25650 3572 8
59679 68051 79
83492 46766 17
53656 69413 98
63497 57080 29
74521 16588 85
80525 46675 87
59514 96778 72
11525 17251 68
59308 57536 74
34541 60853 7
45938 94292 77
43852 7196 6
87872 77945 27
82823 4440 68
39886 62646 21
10281 99754 16
17287 27737 71
15987 54550 96
30591 96250 17
90254 20149 16
44150 32412 78
3657 24732 79
30651 36373 94
51588 45245 85
41407 74104 34
2648 75723 23
27038 86838 14
59561 90583 31
99047 60907 33
58705 76274 69
56534 16802 82
67452 77909 45
13677 65742 93
4367 57488 20
99036 62094 78
77183 86299 88
42697 67402 14
68726 88317 85
92171 55620 96
86166 75798 37
51414 83043 40
95426 11942 9
99209 402 7
64738 55435 76
77296 69247 30
92735 67093 22
74846 89519 94
55981 34344 19
5517 55506 87
25428 18639 83
89122 83053 99
75235 3382 51
74025 57773 11
14017 8175 12
57680 22360 85
98917 55746 12
68240 44884 33
26788 38769 11
36908 48809 91
17768 67574 43
14319 15048 6
84797 62287 85
40794 27810 49
20405 68529 8
64015 3648 22
28639 70199 15
88865 66865 24
80982 80448 20
62560 5864 87
97208 37734 72
23995 93120 14
42711 89566 21
58046 56999 66
94027 36661 16
93067 3312 23
81597 45524 41
8129 72286 82
1476 54698 34
79188 4398 75
57782 16511 12
45654 68164 31
5548 13013 1
83028 34771 62
67336 21920 98
47156 25561 88
3023 28896 7
95686 35575 81
19881 3163 81
41787 46146 13
95739 31441 19
12423 78471 90
24064 37327 86
15929 9212 17
66153 13492 33
8195 1110 52
9770 42069 25
46651 86648 53
62887 39858 92
98666 17950 7
67456 88249 89
76742 78927 3
62832 53351 73
59196 97267 25
48739 68998 43
71092 78183 33
67870 96900 97
73375 42091 21
77912 59180 72
99044 2327 35
43795 21135 87
29319 56491 71
1039 65369 47
50541 11569 100
12853 99078 74
5164 97478 44
15947 19952 24
89506 97699 85
19453 7109 99
19794 51868 86
91118 40899 36
78967 11910 53
38722 54429 78
30197 13534 88
43659 41620 73
26081 40867 23
5405 25710 85
52732 81761 12
88239 3870 55
20729 25423 6
66926 24164 2
53198 84707 2
33074 66954 53
58539 31005 5
56505 55861 30
38801 69526 82
44517 36498 26
44431 59064 69
51047 20308 32
68231 45096 35
67765 32136 4
97924 68878 97
49121 89835 19
34863 6082 72
49640 64340 61
3769 85881 50
28513 6257 3
91093 93291 73
97522 26932 11
32091 4510 17
82547 68174 3
55406 81408 87
70166 1791 65
44556 48589 78
73815 17348 34
70697 86979 37
63942 28780 58
77894 95876 94
45345 55372 4
2056 23956 12
62901 40312 57
55763 42524 78
18002 96159 13
71081 15829 1
83432 36699 55
48325 29002 41
84234 71035 26
90272 44715 65
96733 96480 3
3701 18164 16
62369 77928 100
13286 63135 67
19952 50765 12
53279 82748 5
36506 62546 86
7928 78118 55
90639 11723 79
13802 39181 21
27798 36572 17
25238 15344 82
54239 75520 26
47610 33678 29
57411 79115 20
66105 91376 66
32022 33341 65
10677 68999 93
59375 92468 11
25860 61475 48
64868 11950 26
3204 80614 100
69650 92712 88
48583 4664 6
50090 51788 67
77240 1906 12
45677 2245 44
8503 36128 91
55150 9809 48
94873 30315 76
51599 78405 98
65730 32109 73
82665 97630 62
516 39678 39
70799 88302 91
54035 78729 52
51596 86732 77
94077 22479 63
67119 26576 21
16732 19692 49
37388 13296 70
8014 19739 91
18844 182 64
94109 13228 92
36557 34565 22
86320 72565 20
14657 21395 29
61217 55788 85
74154 11208 5
9617 50528 47
59261 59139 45
17496 58292 42
71952 62127 66
64219 45932 79
30680 73284 76
57800 28703 32
3347 89237 2
85497 12964 90
60480 96143 85
93535 67982 35
8488 17205 6
37198 8930 72
37389 31983 73
70617 52663 92
77107 6734 10
57363 98597 6
1394 5527 95
46562 99872 78
31631 83751 74
63833 70701 88
20816 38469 6
38413 97679 29
37108 7137 99
99078 87242 79
24461 34782 81
76948 44378 7
75848 18952 73
24409 85096 21
87464 193 100
43308 87649 38
21005 51241 20
65068 650 54
17272 14002 73
47749 97499 44
72429 20258 47
41297 52340 88
26446 97351 7
11685 14991 78
97260 67500 70
18311 43 22
39229 57018 83
21219 32476 22
49324 57668 53
65909 6332 14
25538 92247 97
76570 24382 40
51668 73917 18
72819 68733 69
86518 59266 73
71590 78064 90
63619 76897 23
15104 33020 100
17978 35071 37
90118 1600 97
38279 25701 20
57663 79703 29
10606 47498 30
74462 81951 66
10991 84415 22
17905 17728 69
14025 95279 58
55636 37071 36
66263 73218 58
44146 38052 68
23481 94590 96
39345 58348 32
44878 52271 31
90484 31300 1
1411 34889 91
6915 36240 22
96156 73286 66
12221 10571 73
41717 77456 42
76074 82471 7
92582 81349 15
61436 79222 34
96743 53678 43
74499 61302 96
13430 83190 21
33544 38640 75
58317 56204 64
4963 96038 16
96988 85621 4
35059 84264 55
82153 572 19
48475 13018 66
19164 21172 84
20728 97468 58
22595 23446 67
74112 64068 49
22590 77771 9
85918 11437 34
80219 68931 44
11688 13923 88
1426 76193 20
18599 87647 64
21932 2872 85
46784 72737 58
70102 8502 65
49221 24642 17
2652 7505 22
59412 96934 6
13859 23800 73
75016 1208 69
73302 9318 60
5996 77937 33
84227 42247 33
47067 63921 74
61563 4089 98
55505 56766 60
43792 73892 92
64787 27993 4
82731 60501 24
78660 30950 51
86763 8213 30
41626 76454 92
38599 42783 64
70012 30353 58
48294 64859 88
22493 77854 17
25743 39267 50
99257 21358 47
5143 57227 62
77112 37908 100
33768 98690 50
91455 49673 13
50196 31915 58
23276 50301 57
65923 61037 10
9464 98997 57
14646 41206 74
64031 93417 46
83528 49716 32
67903 61602 53
194 6149 76
72353 99932 54
84602 41284 1
86725 23788 68
58910 97353 60
98350 99285 3
27634 16537 2
22151 24917 75
86608 95266 67
30497 40940 26
11893 90280 93
56496 48743 16
15780 5447 78
56818 95851 75
70787 26596 38
92276 30766 62
63054 78009 43
37903 68493 11
14427 18076 77
88286 22760 27
63006 2892 11
11324 55784 87
69817 50260 67
43866 64638 11
70222 45661 95
36852 93030 24
4713 52358 76
11779 79487 38
69499 80334 87
30270 54348 86
82728 65745 23
76747 14145 40
52038 53827 62
53049 77246 24
78168 85113 29
33898 90867 58
84250 66292 100
41193 40151 13
73690 43100 80
45096 85986 93
26136 34316 36
73685 80793 7
95739 14181 96
98638 87973 28
71742 52773 16
65660 70577 56
86817 49637 33
45773 29980 64
42508 25048 78
91391 65206 38
10405 78705 26
52502 73457 38
1729 33386 64
86386 45469 31
79682 784 37
5513 9726 95
79440 32040 54
12100 336 57
33241 22540 43
38825 58181 95
89902 99603 82
75877 60702 79
87221 28193 33
81162 2090 15
88456 86486 37
40962 63193 26
39302 9041 59
55524 80257 33
63711 94169 9
81517 99056 50
66556 60847 96
9877 97170 93
43475 98987 98
51819 58931 24
54936 40960 99
97408 43619 26
22170 59706 13
68182 22376 100
39207 89879 8
75675 20440 8
41092 52794 14
66844 84778 53
36316 49176 1
58095 52721 18
40033 54142 18
74807 65822 79
42411 35354 52
52191 22465 84
96963 33499 27
72469 79003 69
74033 43954 48
42362 73810 35
92320 58965 23
51696 12703 94
27210 31644 25
61279 67716 72
47265 57828 51
95859 50271 11
20878 62235 47
76615 27099 14
28940 82852 68
47089 80630 46
35765 85767 90
47529 42069 11
95031 16240 97
63855 59757 68
69713 21166 9
110 32680 38
8985 69997 26
29022 37936 88
63284 99840 89
11553 54795 11
90320 26385 36
49824 11836 1
79206 63849 34
21820 48243 51
50600 24343 19
727 49252 55
41056 21100 3
6065 11348 70
55644 64512 40
40557 47923 2
10340 35906 8
27554 25967 12
27506 20706 50
77366 93620 66
70300 45595 5
44566 62678 10
35169 65762 15
82716 81470 55
83522 90236 17
19053 3560 39
3801 23432 81
50400 35824 87
54216 1876 31
2442 11527 38
85989 30167 49
65330 60360 18
49460 49410 18
67998 37320 50
9908 16978 41
22405 50504 17
64457 77637 4
24812 47513 11
80345 30312 49
67354 80658 93
20803 75226 56
37269 33644 80
55599 4289 12
52753 34898 3
24478 41571 96
97625 92745 76
27498 17289 5
8991 75425 9
35678 40211 60
52834 87193 3
96741 56176 7
46859 32043 76
49608 8091 59
73983 18084 83
88438 52116 99
89591 45759 43
23079 12423 76
54898 34121 98
88372 68966 62
74783 63211 40
69332 22461 86
54787 40606 76
67317 94707 48
28450 97058 37
95441 71066 12
70691 11026 76
65253 11472 57
92185 36079 20
94494 12339 61
50568 7928 75
71883 58133 45
24103 7860 18
10131 24898 14
27123 15975 31
60689 19034 33
31778 87723 84
13065 60255 19
74285 65832 44
70395 73129 93
76865 68233 97
74617 73107 90
58031 99947 91
62787 79006 45
76976 28365 59
95546 16617 29
7023 84848 25
67136 79184 26
40463 21076 46
59907 19476 87
62893 1043 48
